id,water_bill,barrel,barrel_num,yard_size,home_garden,home_garden_num,attitude_env,temperature
83,230.7694402815071,No barrel,0,29531,Home garden,1,6,66.1
84,201.4301787402333,No barrel,0,18565,No home garden,0,5,66.7
85,223.30903442699187,No barrel,0,19108,No home garden,0,1,70.8
86,267.89660981069386,No barrel,0,30574,Home garden,1,6,66.2
87,206.894336603738,Barrel,1,20286,No home garden,0,4,76.9
88,177.22117313346982,Barrel,1,16218,No home garden,0,4,71.4
89,164.04047612172118,Barrel,1,18107,No home garden,0,7,63.8
90,200.84698715703846,No barrel,0,23129,Home garden,1,8,71.8
91,211.73642329666563,Barrel,1,17230,Home garden,1,9,75.4
92,153.6970603251825,Barrel,1,24724,Home garden,1,8,61.4
93,213.75569349072148,No barrel,0,12219,No home garden,0,2,69.6
94,185.24706341443394,Barrel,1,27721,Home garden,1,6,71.2
95,180.83494026934818,Barrel,1,18977,No home garden,0,4,73
96,232.74328544955551,Barrel,1,25067,Home garden,1,7,79.4
97,215.42827707555358,Barrel,1,27990,Home garden,1,6,71.9
98,217.37209268901597,Barrel,1,16333,No home garden,0,6,79.2
99,237.21036129036065,No barrel,0,26412,No home garden,0,6,65.9
100,195.30019280155972,No barrel,0,6261,No home garden,0,6,63.2
101,207.6865350973293,No barrel,0,22827,No home garden,0,3,65.6
102,227.10654196054873,Barrel,1,28279,No home garden,0,4,69.2
103,186.56796930355486,Barrel,1,18408,No home garden,0,7,69.6
104,154.9476269132853,Barrel,1,11176,No home garden,0,6,66.5
105,161.4043136324449,Barrel,1,10682,No home garden,0,7,73.4
106,209.5920653395145,Barrel,1,25144,No home garden,0,4,75
107,196.25089684149043,Barrel,1,22087,No home garden,0,6,69.2
108,209.29234324631997,Barrel,1,33313,Home garden,1,8,65.8
109,197.9414370849051,No barrel,0,26079,No home garden,0,5,54.7
110,251.8601982977988,No barrel,0,21691,No home garden,0,5,68.5
111,164.68329893248614,Barrel,1,24941,Home garden,1,10,65.8
112,246.7600981587957,No barrel,0,28018,Home garden,1,8,74.9
113,221.3297100285585,Barrel,1,26331,Home garden,1,8,73.7
114,251.74891746043792,No barrel,0,32150,No home garden,0,4,70.1
115,171.6090804027659,Barrel,1,27143,No home garden,0,5,67.6
116,145.33678484765773,Barrel,1,15679,Home garden,1,9,70.7
117,203.9972503417194,Barrel,1,34956,No home garden,0,3,71.3
118,163.23223687692118,Barrel,1,23506,No home garden,0,4,63.8
119,217.95759717201256,No barrel,0,21556,No home garden,0,4,62.2
120,217.17978722241645,No barrel,0,11430,No home garden,0,2,66.9
121,210.61817703055496,Barrel,1,19677,No home garden,0,5,73.1
122,216.98916703771144,Barrel,1,28299,No home garden,0,4,70.4
123,202.00447921899485,No barrel,0,14878,No home garden,0,5,71.4
124,224.2147191211073,Barrel,1,19757,No home garden,0,5,76.2
125,163.887277325499,Barrel,1,24519,No home garden,0,5,65.2
126,238.09672812593737,Barrel,1,27526,No home garden,0,6,74.7
127,181.32861729599728,Barrel,1,22271,No home garden,0,6,76
128,229.80810622638225,No barrel,0,17550,No home garden,0,3,72.7
129,270.4936527409534,No barrel,0,22228,No home garden,0,3,72.5
130,207.2642038170069,Barrel,1,18875,No home garden,0,2,70.3
131,266.461345856968,No barrel,0,28731,No home garden,0,3,74.8
132,173.71311807333822,Barrel,1,19544,No home garden,0,7,70.9
133,235.86806313493784,Barrel,1,28653,No home garden,0,4,76
134,119.49760651758051,Barrel,1,14885,No home garden,0,7,62.9
135,158.8894965050941,Barrel,1,27255,No home garden,0,5,55.2
136,191.22552189882734,Barrel,1,22252,No home garden,0,5,68.3
137,233.07671109348212,Barrel,1,16299,No home garden,0,3,79.8
138,275.78294447195964,No barrel,0,28339,No home garden,0,4,74.2
139,231.46090740507975,No barrel,0,31862,Home garden,1,6,66.7
140,230.23150296193205,Barrel,1,25688,No home garden,0,5,74.9
141,177.8626836850913,Barrel,1,23795,Home garden,1,10,72.6
142,223.80888051372975,Barrel,1,26763,No home garden,0,5,79.4
143,205.84416020292076,No barrel,0,20645,No home garden,0,6,74.5
144,184.87369913295197,Barrel,1,11961,No home garden,0,4,68.8
145,192.3018333339139,No barrel,0,17118,No home garden,0,8,64.9
146,211.11219819794982,Barrel,1,28364,Home garden,1,6,70.8
147,178.90793285357555,Barrel,1,7939,No home garden,0,7,74
148,286.4326906135214,No barrel,0,32363,No home garden,0,2,79.8
149,198.5899111467413,Barrel,1,20559,No home garden,0,3,73.2
150,216.86038594887162,No barrel,0,22450,No home garden,0,7,70.2
151,159.37414564375058,Barrel,1,21992,No home garden,0,4,68.1
152,234.04650630934003,Barrel,1,27979,No home garden,0,2,69.9
153,152.0145980168612,Barrel,1,6885,No home garden,0,7,70.6
154,245.65430473695403,No barrel,0,30342,Home garden,1,7,71.7
155,271.26673919392243,No barrel,0,18034,No home garden,0,5,79
156,140.48409555163119,Barrel,1,3635,No home garden,0,4,75.4
157,149.597191129773,Barrel,1,13369,No home garden,0,2,63.5
158,198.70102119222642,No barrel,0,20765,No home garden,0,7,66.3
159,172.4669491820181,Barrel,1,20211,No home garden,0,5,66.6
160,153.03292303594313,Barrel,1,6049,No home garden,0,6,71
161,217.31091520752673,Barrel,1,28028,No home garden,0,6,74.4
162,197.4637650025168,Barrel,1,24006,Home garden,1,8,70.2
163,238.03833950479194,Barrel,1,22052,No home garden,0,4,77.3
164,218.80176147909472,Barrel,1,27177,No home garden,0,6,76.4
165,207.3764855755411,No barrel,0,20355,Home garden,1,8,64.1
166,184.096608153203,No barrel,0,9577,No home garden,0,9,64
167,235.1269983225704,Barrel,1,34602,No home garden,0,4,80
168,246.5942961729205,No barrel,0,24962,No home garden,0,5,69.1
169,113.60349217928146,Barrel,1,7522,No home garden,0,9,67.4
170,284.34649355328816,No barrel,0,30832,No home garden,0,3,77
171,215.4534769095767,Barrel,1,33357,Home garden,1,8,73.2
172,235.83379010877283,No barrel,0,28891,No home garden,0,4,64.2
173,152.7163727365669,Barrel,1,7664,No home garden,0,7,67
174,241.27911801844377,No barrel,0,22879,No home garden,0,1,65.7
175,236.0013503970812,No barrel,0,32797,Home garden,1,9,70.7
176,167.91745704280976,Barrel,1,6317,No home garden,0,3,71.5
177,234.85043999594265,Barrel,1,38750,No home garden,0,4,69.4
178,158.23258024361837,Barrel,1,10549,No home garden,0,6,74
179,187.67704787122625,Barrel,1,16835,No home garden,0,2,68.4
180,206.5397662709733,Barrel,1,29641,No home garden,0,5,57.8
181,154.66982902197006,No barrel,0,1950,No home garden,0,7,63.2
182,231.45144088618488,No barrel,0,21646,No home garden,0,4,71.3
183,238.22151976201283,No barrel,0,31386,No home garden,0,5,61.1
184,235.1703215659276,No barrel,0,23409,No home garden,0,5,67.9
185,247.50447523919158,Barrel,1,36306,No home garden,0,3,83.1
186,194.4232644879035,Barrel,1,14235,No home garden,0,8,77
187,231.43214771843782,No barrel,0,19422,No home garden,0,3,66.3
188,172.1609120555323,Barrel,1,19659,No home garden,0,5,72.3
189,277.5576071219532,No barrel,0,24669,No home garden,0,5,76.7
190,207.28285716126578,No barrel,0,14662,No home garden,0,5,71.9
191,214.1458837884303,Barrel,1,24369,No home garden,0,4,74.5
192,235.34814699438684,Barrel,1,36826,Home garden,1,7,76.9
193,169.85576524164293,No barrel,0,17097,No home garden,0,6,63.7
194,199.67641669415661,No barrel,0,14804,No home garden,0,5,69.3
195,163.94550263855047,Barrel,1,20895,No home garden,0,7,64.6
196,245.29804401082768,No barrel,0,23453,No home garden,0,4,73.7
197,233.0385165196064,No barrel,0,15292,No home garden,0,4,71.2
198,154.31477000173103,Barrel,1,11943,No home garden,0,4,64.5
199,229.0615976621936,No barrel,0,39000,Home garden,1,4,62.7
200,207.61767573515593,No barrel,0,24622,Home garden,1,7,66.1
201,146.10603134293763,Barrel,1,12524,No home garden,0,4,66
202,121.20342138584374,Barrel,1,7235,No home garden,0,9,66.4
203,211.82904544309588,No barrel,0,19168,No home garden,0,6,68.7
204,199.42634840657541,Barrel,1,28649,Home garden,1,8,74.5
205,166.2175824931822,Barrel,1,17615,No home garden,0,3,67.3
206,198.617140593684,Barrel,1,24905,Home garden,1,8,76.3
207,222.59598704616909,No barrel,0,29426,Home garden,1,7,71.7
208,235.4278359781054,No barrel,0,22186,No home garden,0,5,69.7
209,179.06243178259174,Barrel,1,24699,Home garden,1,8,72.1
210,143.27266207159118,Barrel,1,16278,No home garden,0,8,65.4
211,241.87693142856529,No barrel,0,30939,Home garden,1,9,67.3
212,215.19438537357988,Barrel,1,28699,No home garden,0,6,69.6
213,227.08670916512978,No barrel,0,22377,No home garden,0,5,69.9
214,228.36303356478072,No barrel,0,25072,No home garden,0,5,67.2
215,190.9976378719314,Barrel,1,17516,No home garden,0,7,72.8
216,242.11523216978267,No barrel,0,24901,Home garden,1,9,75.9
217,162.93418680524852,No barrel,0,3797,No home garden,0,7,65.2
218,147.4317184778817,Barrel,1,12596,No home garden,0,5,68.6
219,228.731311678561,Barrel,1,29474,Home garden,1,7,74.3
220,222.52587726321866,No barrel,0,20795,Home garden,1,8,69.1
221,255.5144176825846,No barrel,0,21396,No home garden,0,5,72.6
222,215.00164147332043,No barrel,0,11609,No home garden,0,7,73.5
223,258.53786263319535,No barrel,0,26493,No home garden,0,4,76.8
224,156.35880280256592,Barrel,1,12809,No home garden,0,7,65.5
225,162.6998600704373,Barrel,1,13605,No home garden,0,7,66.8
226,218.30268319044964,Barrel,1,26145,No home garden,0,5,70.7
227,139.85960706307915,Barrel,1,572,No home garden,0,9,66.3
228,247.64962073248861,No barrel,0,28862,No home garden,0,4,67
229,266.93298222536487,No barrel,0,28305,No home garden,0,4,75.4
230,170.07387447291,Barrel,1,22778,Home garden,1,8,67.1
231,246.6798667674059,No barrel,0,28042,No home garden,0,6,75.5
232,213.98412041438743,Barrel,1,20065,No home garden,0,3,77
233,184.08205798491954,No barrel,0,8463,No home garden,0,6,70.2
234,211.86645806235407,Barrel,1,19207,No home garden,0,3,79.6
235,167.47503162160595,Barrel,1,22067,Home garden,1,8,63.7
236,170.1897077486295,Barrel,1,12730,No home garden,0,3,64
237,177.80596063745125,Barrel,1,23102,No home garden,0,5,62.5
238,198.46932552509074,Barrel,1,25148,Home garden,1,7,73.6
239,254.67766458871463,No barrel,0,29420,No home garden,0,5,67.3
240,267.8212309198022,No barrel,0,27732,No home garden,0,5,70.1
241,223.4800889845094,Barrel,1,26237,No home garden,0,4,67.8
242,184.77079307108878,Barrel,1,16245,No home garden,0,2,65.5
243,205.77585307050757,Barrel,1,20156,No home garden,0,4,76.4
244,196.29287944173805,Barrel,1,12116,No home garden,0,3,69.6
245,177.52465063740271,Barrel,1,27499,No home garden,0,4,57.7
246,251.8400630113986,Barrel,1,29061,No home garden,0,3,74.5
247,173.97790709431305,Barrel,1,16866,No home garden,0,8,73.8
248,181.66358273638352,Barrel,1,14483,No home garden,0,7,71.3
249,205.8472019321724,No barrel,0,20120,No home garden,0,7,75.8
250,164.37746641396583,Barrel,1,17426,No home garden,0,8,71.2
251,231.15849923852903,No barrel,0,10322,No home garden,0,6,81.1
252,167.62834337883103,Barrel,1,10334,No home garden,0,6,65.7
253,249.35532642279412,No barrel,0,31526,Home garden,1,6,73.7
254,195.65953111155554,No barrel,0,14850,No home garden,0,5,68.4
255,184.55930332014375,Barrel,1,13115,No home garden,0,3,65.8
256,208.41918716091774,Barrel,1,29775,No home garden,0,5,71.2
257,213.5609771575021,No barrel,0,24220,No home garden,0,5,64.2
258,233.56653643757417,No barrel,0,17341,No home garden,0,4,69.9
259,240.53378531210524,No barrel,0,23242,No home garden,0,6,63.5
260,286.7868230166115,No barrel,0,38900,Home garden,1,7,71
261,171.91824544033298,Barrel,1,12636,No home garden,0,5,72.5
262,206.96599639978257,Barrel,1,25900,Home garden,1,7,74.1
263,205.20291769048163,Barrel,1,30876,Home garden,1,6,64.2
264,244.36062746912816,Barrel,1,38559,Home garden,1,6,72.2
265,143.5383467146312,Barrel,1,11182,No home garden,0,6,67.6
266,237.9768071157539,No barrel,0,25847,No home garden,0,4,70.2
267,259.22614109222866,No barrel,0,16846,No home garden,0,2,74.6
268,202.09300967915817,Barrel,1,21089,No home garden,0,6,71.7
269,151.88389239722318,Barrel,1,11424,No home garden,0,4,61.8
270,236.67791091086178,Barrel,1,34542,No home garden,0,3,69.6
271,211.02041011977528,No barrel,0,22464,Home garden,1,7,68.2
272,211.25996501634242,No barrel,0,11423,No home garden,0,4,74.6
273,205.760297278052,No barrel,0,26701,No home garden,0,5,65.1
274,185.18387294400267,Barrel,1,13528,No home garden,0,2,66.9
275,202.9157134390007,Barrel,1,30111,Home garden,1,7,73.7
276,180.99498214444395,No barrel,0,7301,No home garden,0,9,62.8
277,202.46236915859606,Barrel,1,19713,No home garden,0,2,66.8
278,220.9128657897639,No barrel,0,15397,No home garden,0,6,75.5
279,199.05134646839542,No barrel,0,24008,Home garden,1,7,57.2
280,251.89429685879844,Barrel,1,36530,No home garden,0,3,65.6
281,242.4603236427751,No barrel,0,22268,Home garden,1,8,75.7
282,175.14299009152995,Barrel,1,22842,No home garden,0,7,73.2
283,194.89474689443034,No barrel,0,5676,No home garden,0,3,67
284,207.7237778824869,No barrel,0,19227,No home garden,0,5,63.3
285,247.36421810618032,No barrel,0,12084,No home garden,0,5,72.7
286,221.8447078548404,No barrel,0,20179,No home garden,0,7,72.1
287,188.49355379255144,No barrel,0,13680,No home garden,0,4,67.8
288,205.88561882749462,Barrel,1,29663,Home garden,1,7,68.6
289,200.65827127588963,Barrel,1,9402,No home garden,0,4,70.9
290,111.57548587758927,Barrel,1,4957,No home garden,0,10,72.3
291,161.1557339160396,Barrel,1,5772,No home garden,0,5,73.4
292,187.4168169463434,Barrel,1,25044,Home garden,1,8,66.9
293,209.98503978374148,No barrel,0,9163,No home garden,0,5,73.6
294,191.22699010963854,No barrel,0,11746,No home garden,0,3,68.5
295,252.14214182821715,Barrel,1,36012,No home garden,0,4,74.6
296,177.32994290692642,No barrel,0,19909,No home garden,0,7,58.4
297,167.02953759424082,Barrel,1,13791,No home garden,0,3,71.7
298,187.81369860840397,No barrel,0,17166,Home garden,1,8,68.7
299,198.5737837857199,Barrel,1,32059,No home garden,0,4,74.9
300,231.48789742526773,No barrel,0,15538,No home garden,0,8,74
301,232.51539846950706,No barrel,0,24576,No home garden,0,6,67.6
302,208.64085714047383,Barrel,1,36060,Home garden,1,8,65.2
303,162.40615108199356,Barrel,1,14428,No home garden,0,4,65.1
304,101.26043614231659,Barrel,1,16403,No home garden,0,6,59.6
305,194.9731030874362,Barrel,1,15809,No home garden,0,7,74.1
306,193.4226914806969,Barrel,1,16009,No home garden,0,3,74.1
307,213.11724864128976,No barrel,0,22192,Home garden,1,10,65.5
308,266.09798528944395,No barrel,0,32695,Home garden,1,8,73
309,234.75691905295034,No barrel,0,26563,Home garden,1,8,73.6
310,253.198918327759,No barrel,0,20250,No home garden,0,4,76.9
311,210.03517222286246,No barrel,0,19129,No home garden,0,2,67.6
312,267.01433385556606,No barrel,0,36691,Home garden,1,10,71.7
313,145.6316499166386,Barrel,1,19936,Home garden,1,9,66.8
314,275.2624245841713,No barrel,0,30956,No home garden,0,4,77.2
315,192.89566391339156,No barrel,0,9035,No home garden,0,5,71.5
316,207.12088207442628,Barrel,1,25321,No home garden,0,6,71.4
317,185.1097260151211,Barrel,1,21845,No home garden,0,7,71.1
318,142.81850420007763,Barrel,1,18141,No home garden,0,6,60
319,210.662838914733,No barrel,0,17294,Home garden,1,8,62.5
320,182.0620702098871,Barrel,1,24703,Home garden,1,10,66.7
321,206.59515066318366,No barrel,0,26873,Home garden,1,7,61.3
322,178.80301451865563,Barrel,1,23680,Home garden,1,10,72.2
323,237.49612209085402,Barrel,1,32314,No home garden,0,4,76.6
324,252.2365129902398,No barrel,0,26245,No home garden,0,6,69.3
325,204.3818114791679,No barrel,0,21201,No home garden,0,6,69.3
326,227.09733665046974,Barrel,1,31968,No home garden,0,2,69.6
327,249.1999209826412,No barrel,0,21966,No home garden,0,6,78.1
328,238.54903746048245,No barrel,0,21619,No home garden,0,3,73.6
329,262.90797826400427,No barrel,0,29348,No home garden,0,5,75.2
330,228.44871444214488,No barrel,0,17334,No home garden,0,6,73.2
331,221.8380189079171,No barrel,0,22451,Home garden,1,8,67.7
332,177.40251397648902,Barrel,1,23481,Home garden,1,8,67.5
333,189.10101260096417,Barrel,1,11152,No home garden,0,6,79.1
334,189.51888877003248,Barrel,1,13522,No home garden,0,2,72.9
335,275.7038670386996,No barrel,0,18675,No home garden,0,2,70.8
336,218.45693306744522,No barrel,0,29744,Home garden,1,6,67.3
337,188.21874934008468,Barrel,1,29141,Home garden,1,9,72.5
338,151.02896242217741,Barrel,1,18130,No home garden,0,6,61.7
339,200.18621432939443,No barrel,0,9674,No home garden,0,7,64.5
340,170.1817322218126,Barrel,1,2995,No home garden,0,7,69.4
341,170.7765972913896,Barrel,1,17610,No home garden,0,4,67.5
342,145.01237667586133,Barrel,1,5752,No home garden,0,5,67
343,157.96217921777784,Barrel,1,18593,No home garden,0,5,67.1
344,255.89237611596647,Barrel,1,31806,No home garden,0,4,77.6
345,150.53704636467648,Barrel,1,4582,No home garden,0,7,67.5
346,253.98647924008796,Barrel,1,27107,Home garden,1,7,78.2
347,212.75625547361597,Barrel,1,20361,No home garden,0,6,74.8
348,167.3364266834293,Barrel,1,11789,No home garden,0,7,74.7
349,239.60854588137448,No barrel,0,22098,No home garden,0,4,67.7
350,162.48963504065088,Barrel,1,9797,No home garden,0,3,59.8
351,241.18986470356091,Barrel,1,28685,Home garden,1,7,78.7
352,221.59073280405443,Barrel,1,23137,No home garden,0,2,71.4
353,186.52121480915272,Barrel,1,17442,No home garden,0,5,76.7
354,138.13902283971314,Barrel,1,2082,No home garden,0,6,72.5
355,163.97623586445783,Barrel,1,1886,No home garden,0,6,73.3
356,192.4199218763708,Barrel,1,19408,No home garden,0,3,67.9
357,204.77242584806459,Barrel,1,15740,No home garden,0,2,65.6
358,139.6922073401938,Barrel,1,10330,No home garden,0,8,68.4
359,243.6104496145869,No barrel,0,23610,Home garden,1,8,73.2
360,150.0842537072431,Barrel,1,10932,No home garden,0,5,66.8
361,210.29410902234395,No barrel,0,11705,No home garden,0,4,67.4
362,279.23685696316454,No barrel,0,36420,Home garden,1,7,66.9
363,282.31135994754544,No barrel,0,37060,Home garden,1,8,76.9
364,234.89683457347758,No barrel,0,20577,No home garden,0,3,74.5
365,194.44951300407658,No barrel,0,13606,No home garden,0,6,69.8
366,186.21647198482427,Barrel,1,24182,No home garden,0,7,64.9
367,164.4854942153554,Barrel,1,8218,No home garden,0,3,67
368,235.68389658957764,No barrel,0,28461,Home garden,1,6,70.3
369,150.7682105839544,Barrel,1,11640,No home garden,0,4,71.2
370,151.53358928859774,Barrel,1,6801,No home garden,0,5,64.5
371,186.92992904408882,Barrel,1,19448,No home garden,0,5,64.1
372,178.40002516918787,Barrel,1,20970,No home garden,0,6,65.1
373,193.36557087288787,Barrel,1,21163,No home garden,0,1,69
374,175.72083006254203,Barrel,1,17070,No home garden,0,3,66.5
375,141.20033304822238,Barrel,1,30536,Home garden,1,10,58.3
376,191.6874016192164,No barrel,0,982,No home garden,0,7,72.8
377,248.99537524679616,No barrel,0,19660,No home garden,0,3,70.1
378,184.09563024203186,Barrel,1,22161,Home garden,1,9,81.1
379,264.4288185761495,No barrel,0,31622,No home garden,0,4,65
380,225.45896322233904,No barrel,0,8157,No home garden,0,7,70.9
381,178.20682009135217,Barrel,1,13119,No home garden,0,5,73
382,198.77808147442502,Barrel,1,24252,No home garden,0,5,73.1
383,225.72801661146667,No barrel,0,17648,No home garden,0,5,75.3
384,149.10042975971467,Barrel,1,3478,No home garden,0,4,61.6
385,209.94623789997638,Barrel,1,27011,No home garden,0,4,69.7
386,180.56617331487755,Barrel,1,16246,No home garden,0,3,66.3
387,187.02630549178306,Barrel,1,13220,No home garden,0,3,71.3
388,213.72391115617637,No barrel,0,29814,Home garden,1,10,68.7
389,206.80549075151941,Barrel,1,32031,Home garden,1,7,72.1
390,227.54332286487445,No barrel,0,19079,No home garden,0,3,63.3
391,238.06127364556875,Barrel,1,31389,No home garden,0,3,76.8
392,205.00008316855556,Barrel,1,16959,No home garden,0,3,74.5
393,216.6015963626588,Barrel,1,34034,Home garden,1,9,71.1
394,189.04795477915124,No barrel,0,14242,No home garden,0,7,65.4
395,226.08307037234215,No barrel,0,7896,No home garden,0,4,75
396,170.96226162715902,No barrel,0,15567,No home garden,0,8,60.5
397,215.55337137675352,No barrel,0,11384,No home garden,0,5,72.5
398,241.2830744003882,No barrel,0,12423,No home garden,0,2,67.3
399,127.85282363426585,Barrel,1,11376,No home garden,0,6,66.7
400,271.68258566909435,No barrel,0,27549,No home garden,0,4,74.7
401,209.12650425856543,No barrel,0,22512,No home garden,0,5,65.4
402,224.33458869327785,No barrel,0,21336,Home garden,1,9,70.7
403,198.13252172733382,No barrel,0,12950,No home garden,0,3,64.3
404,219.19402162021345,No barrel,0,26771,Home garden,1,7,68.3
405,147.52474667842316,Barrel,1,12474,No home garden,0,6,65
406,201.82964203022706,No barrel,0,15037,Home garden,1,10,73.1
407,185.17326578547417,Barrel,1,21735,Home garden,1,8,71.2
408,254.9598190144909,No barrel,0,33339,Home garden,1,7,75
409,171.68379988399772,Barrel,1,21485,No home garden,0,6,69.7
410,251.8720329133953,No barrel,0,19231,No home garden,0,6,76.1
411,186.05110535153878,Barrel,1,11639,No home garden,0,4,69.9
412,174.25655796223995,Barrel,1,23759,No home garden,0,4,59.8
413,210.5479071564808,No barrel,0,19035,No home garden,0,7,63.1
414,236.59817691830733,No barrel,0,12768,No home garden,0,4,68.5
415,188.30851179631142,Barrel,1,14954,No home garden,0,5,73.6
416,189.68984178211662,Barrel,1,23186,No home garden,0,6,77.3
417,169.15150590875766,Barrel,1,18246,No home garden,0,6,72.9
418,216.60158218787097,No barrel,0,12380,No home garden,0,6,72.7
419,254.6887185664318,No barrel,0,30214,No home garden,0,5,77.2
420,170.9595723710836,No barrel,0,9743,No home garden,0,8,61.1
421,177.27816014042003,Barrel,1,14253,No home garden,0,6,74.1
422,191.08093531403475,No barrel,0,16838,No home garden,0,5,64.1
423,260.6280384427806,No barrel,0,21306,No home garden,0,5,76.1
424,195.56881510074692,No barrel,0,12565,No home garden,0,6,65.2
